cName,cType,每秒字节数,服务器地理位置,客户端地理位置,客户端端口,服务器,客户端,请求字节数,响应时间,请求接收端,客户端网段,请求发起端,开始时间
="45-115-167-32x3944xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="45919",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="892.23us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 23:59:54.746920253"
="36-156-127-62x1513xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="53135",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="929.86us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:59:53.215704445"
="45-115-167-32x1009xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="49306",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="911.64us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 23:59:51.379367557"
="36-156-127-62x2494xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="45681",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="890.45us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:59:50.197630778"
="45-115-167-32x7494xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="42691",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="870.92us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 23:59:44.649313103"
="36-156-127-62x9643xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="57560",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::A",="134.00 B",="971.05us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::A",="2022-10-22 23:59:42.202056675"
="2409:8c7a:a01:60:0:0:0:1cex6921xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="45803",="2409:871E:8200:4::FFFB",="2409:807A:2001:1001::44",="147.00 B",="875.94us",="2409:871E:8200:4::FFFB",="未知网段",="2409:807A:2001:1001::44",="2022-10-22 23:59:28.398028239"
="2409:8c20:9c71:101:0:0:0:d4x5523xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="50081",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::A",="148.00 B",="867.96us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::A",="2022-10-22 23:59:26.025915622"
="39-152-198-141x5613xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="47415",="2409:871E:8200:4::FFFB",="2409:8014:2001:1105::1",="135.00 B",="759.91us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8014:2001:1105::1",="2022-10-22 23:58:57.231451188"
="61-147-227-97x8657xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="16622",="2409:871E:8200:4::FFFB",="240E:5A:100:100B::3",="134.00 B",="1.02ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:5A:100:100B::3",="2022-10-22 23:58:56.919073222"
="111-29-28-161x8142xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="10723",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::5",="134.00 B",="855.41us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::5",="2022-10-22 23:58:53.294716377"
="36-249-67-41x3391xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="60051",="2409:871E:8200:4::FFFB",="2408:8000:D201:F0B::1",="145.00 B",="860.25us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:D201:F0B::1",="2022-10-22 23:58:32.206536790"
="2408:8763:0:e:0:0:0:4bx556xmapsystm.icbc.com.cn",="1(A)",="336.00 Bps",="中国",="中国",="33833",="2409:871E:8200:4::FFFB",="2408:8663::1:15",="142.00 B",="864.69us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8663::1:15",="2022-10-22 23:58:28.884983142"
="2409:8c70:3a00:70:0:0:0:511x1588xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="51477",="2409:871E:8200:4::FFFB",="2409:8070:B:1005::5021",="148.00 B",="841.24us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8070:B:1005::5021",="2022-10-22 23:58:12.977637838"
="211-95-52-190x2032xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="63216",="2409:871E:8200:4::FFFB",="2408:8026:480:200::B",="134.00 B",="922.01us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8026:480:200::B",="2022-10-22 23:58:01.220761970"
="240e:f7:4f00:1a00:0:0:0:48x7312xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="45235",="2409:871E:8200:4::FFFB",="240E:1C:6200:1::5",="147.00 B",="1.14ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:1::5",="2022-10-22 23:57:51.535055985"
="118-213-93-177x1195xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="40433",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="915.77us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 23:57:42.333249624"
="113-201-239-227x9763xmapsystm.icbc.com.cn",="1(A)",="336.00 Bps",="中国",="中国",="56633",="2409:871E:8200:4::FFFB",="2408:8001:B043::1001",="148.00 B",="860.66us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B043::1001",="2022-10-22 23:57:39.987447555"
="118-213-93-177x7779xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="47624",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="916.09us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 23:57:38.869262662"
="117-149-139-169x8180xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="53934",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::36",="136.00 B",="948.73us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::36",="2022-10-22 23:57:34.935805632"
="122-225-28-226x5029xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="28229",="2409:871E:8200:4::FFFB",="240E:1C:6200:1::5",="135.00 B",="957.89us",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:1::5",="2022-10-22 23:57:27.537435959"
="123-187-31-140x2768xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="57229",="2409:871E:8200:4::FFFB",="240E:41:C000:5::5",="135.00 B",="897.49us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:C000:5::5",="2022-10-22 23:57:25.883810807"
="2408:873c:4810:6:0:0:0:222x9557xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="36778",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::B",="147.00 B",="1.01ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::B",="2022-10-22 23:57:22.381616687"
="2408:873c:4810:6:0:0:0:222x9557xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="38478",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="147.00 B",="882.45us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 23:57:21.383728066"
="2409:8c20:bea1:1:1:0:0:a4x7226xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="37323",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::8",="146.00 B",="930.35us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::8",="2022-10-22 23:56:56.103315543"
="110-52-59-66x1566xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="55978",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="1.04ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 23:56:44.552412611"
="2409:8c38:c50:508:0:0:0:2b8x1141xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="58761",="2409:871E:8200:4::FFFB",="2409:8038:2000:108C::1",="148.00 B",="904.71us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:108C::1",="2022-10-22 23:56:41.927385279"
="110-52-59-66x5785xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="60059",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="834.34us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 23:56:39.793347432"
="110-52-59-66x7735xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="60400",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="933.13us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 23:56:35.190911147"
="2409:8c20:bea1:1:1:0:0:a4x2334xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="35747",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::9",="146.00 B",="945.75us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::9",="2022-10-22 23:56:34.471457932"
="110-52-59-66x9794xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="58395",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="891.8us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 23:56:30.396577650"
="2409:8c50:5e00:0:0:0:0:40dx2021xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="56790",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::35",="147.00 B",="824.71us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::35",="2022-10-22 23:56:22.783745751"
="36-156-38-108x4936xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="51423",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="922.28us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:56:18.435343334"
="36-156-38-108x4527xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="36532",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="874.54us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:56:13.030848725"
="36-156-38-108x2613xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="38065",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="885.25us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:55:54.391545752"
="111-20-23-172x8080xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="57556",="2409:871E:8200:4::FFFB",="2409:8070:B:100A::5002",="134.00 B",="955.3us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8070:B:100A::5002",="2022-10-22 23:55:50.349173559"
="2409:8c5e:5000:c:0:0:0:50x9374xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="12719",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::5",="146.00 B",="832.72us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::5",="2022-10-22 23:55:48.207386442"
="111-7-109-104x252xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="53286",="2409:871E:8200:4::FFFB",="2409:8088:2000:400::122",="133.00 B",="874.48us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8088:2000:400::122",="2022-10-22 23:55:34.225357367"
="240e:c1:6800:0:0:0:0:35x744xmapsystm.icbc.com.cn",="1(A)",="338.00 Bps",="中国",="中国",="50800",="2409:871E:8200:4::FFFB",="240E:10:4001:2709::4",="143.00 B",="837.54us",="2409:871E:8200:4::FFFB",="未知网段",="240E:10:4001:2709::4",="2022-10-22 23:55:24.687877366"
="219-157-125-240x8940xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="56847",="2409:871E:8200:4::FFFB",="2408:8001:200:3021::3",="136.00 B",="922.88us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:200:3021::3",="2022-10-22 23:55:18.595651707"
="119-6-234-51x194xmapsystm.icbc.com.cn",="1(A)",="316.00 Bps",="中国",="中国",="25108",="2409:871E:8200:4::FFFB",="2408:8001:7030::3:53",="132.00 B",="787.21us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:7030::3:53",="2022-10-22 23:54:55.361172610"
="45-115-167-32x4443xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="42707",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="882.32us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 23:54:54.074564814"
="45-115-167-32x7031xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="48278",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="889.5us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 23:54:50.700340900"
="36-156-127-62x2483xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="38306",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="1.49ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:54:43.613448474"
="2409:8c20:9c71:101:0:0:0:d4x4966xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="47421",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="148.00 B",="949.34us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 23:54:41.924430621"
="2408:8752:500:0:0:0:0:6bx1837xmapsystm.icbc.com.cn",="1(A)",="354.00 Bps",="中国",="中国",="62867",="2409:871E:8200:4::FFFB",="2408:8001:2005:1::C0",="157.00 B",="854.35us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2005:1::C0",="2022-10-22 23:54:38.429378260"
="36-156-127-62x6210xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="42977",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="809.55us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:54:38.662972052"
="2408:8752:500:0:0:0:0:6bx8725xmapsystm.icbc.com.cn",="1(A)",="354.00 Bps",="中国",="中国",="64362",="2409:871E:8200:4::FFFB",="2408:8001:2005:1::C0",="157.00 B",="970.37us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2005:1::C0",="2022-10-22 23:54:34.498064407"
="2409:8c20:9c71:101:0:0:0:d4x216xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="55296",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::A",="147.00 B",="1.14ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::A",="2022-10-22 23:54:33.309643441"
="2408:8752:500:0:0:0:0:6bx4003xmapsystm.icbc.com.cn",="1(A)",="354.00 Bps",="中国",="中国",="64747",="2409:871E:8200:4::FFFB",="2408:8001:2005:1::C0",="157.00 B",="912.39us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2005:1::C0",="2022-10-22 23:54:31.784575065"
="221-178-32-194x8512xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="49864",="2409:871E:8200:4::FFFB",="2409:8060:20EA:113::2",="135.00 B",="999.11us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:113::2",="2022-10-22 23:54:09.231141878"
="61-164-117-143x4791xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="31521",="2409:871E:8200:4::FFFB",="240E:1C:6200:1::5",="135.00 B",="867.82us",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:1::5",="2022-10-22 23:54:05.301397773"
="221-178-32-194x9164xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="44908",="2409:871E:8200:4::FFFB",="2409:8060:20EA:111::1",="135.00 B",="958.63us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:111::1",="2022-10-22 23:54:03.681172894"
="120-240-94-82x9810xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="38347",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFE7",="134.00 B",="978.79us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFE7",="2022-10-22 23:53:57.601883587"
="120-240-94-82x5271xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="42764",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFEB",="134.00 B",="768.02us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FFEB",="2022-10-22 23:53:51.315068098"
="111-29-28-161x337xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="30474",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::7",="133.00 B",="916.02us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::7",="2022-10-22 23:53:40.128092334"
="110-188-68-204x3448xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="33028",="2409:871E:8200:4::FFFB",="240E:56:4606:8261::3",="135.00 B",="928.73us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:8261::3",="2022-10-22 23:53:33.823270047"
="183-216-189-8x7393xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="33073",="2409:871E:8200:4::FFFB",="2409:8038:2000:208C::1",="134.00 B",="885.95us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:208C::1",="2022-10-22 23:53:22.328730439"
="183-216-189-8x855xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="26144",="2409:871E:8200:4::FFFB",="2409:8038:2000:208C::1",="133.00 B",="889.13us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:208C::1",="2022-10-22 23:53:15.659455700"
="118-213-93-177x3095xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="57302",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="955.49us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 23:52:47.313193765"
="117-135-240-112x2949xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="64764",="2409:871E:8200:4::FFFB",="2409:806A:2010:40::100:4",="136.00 B",="973.15us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806A:2010:40::100:4",="2022-10-22 23:52:46.773403186"
="118-213-93-177x1827xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="39132",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="1.16ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 23:52:38.860960115"
="118-213-93-177x5375xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="36733",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="899.79us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 23:52:33.905360137"
="118-213-93-177x8323xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="59918",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="950.85us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 23:52:29.213501486"
="117-149-139-169x5236xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="58010",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::C2",="136.00 B",="835.48us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::C2",="2022-10-22 23:52:20.677064358"
="120-221-66-137x3534xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="55734",="2409:871E:8200:4::FFFB",="2409:803C:2002:800B::2",="135.00 B",="1.02ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:803C:2002:800B::2",="2022-10-22 23:52:18.780400696"
="2408:873c:4810:6:0:0:0:222x6616xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="36967",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="147.00 B",="935.33us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 23:52:17.570667897"
="2409:8c20:bea1:1:1:0:0:a4x3788xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="52060",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::B",="146.00 B",="1.48ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::B",="2022-10-22 23:51:54.506920925"
="110-52-59-66x8373xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="51582",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="883.46us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 23:51:53.105179989"
="112-47-28-200x2474xmapsystm.icbc.com.cn",="1(A)",="332.00 Bps",="中国",="中国",="38657",="2409:871E:8200:4::FFFB",="2409:8034:2000:2009::1",="146.00 B",="944.22us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8034:2000:2009::1",="2022-10-22 23:51:51.689961830"
="111-12-223-82x7027xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="43560",="2409:871E:8200:4::FFFB",="2409:8078:200A:100::13",="134.00 B",="990.7us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8078:200A:100::13",="2022-10-22 23:51:50.476213164"
="2409:8c20:bea1:1:1:0:0:a4x6615xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="41446",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::B",="146.00 B",="862.86us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::B",="2022-10-22 23:51:44.233720797"
="2408:8773:8000:8:0:1:0:c9x6085xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="16096",="2409:871E:8200:4::FFFB",="2408:8001:B013::1:200D",="146.00 B",="886.11us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::1:200D",="2022-10-22 23:51:39.343073289"
="2408:8773:8000:8:0:1:0:c9x6085xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="12402",="2409:871E:8200:4::FFFB",="2408:8001:B013::1:200D",="146.00 B",="1.01ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::1:200D",="2022-10-22 23:51:39.720361372"
="2409:8c20:bea1:1:1:0:0:a4x1409xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="49175",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::8",="146.00 B",="917.23us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::8",="2022-10-22 23:51:33.806292478"
="42-101-79-78x9375xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="49639",="2409:871E:8200:4::FFFB",="240E:41:1:E::3",="133.00 B",="857.32us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:E::3",="2022-10-22 23:51:24.255458037"
="42-101-79-78x5551xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="41564",="2409:871E:8200:4::FFFB",="240E:41:1:E::3",="133.00 B",="978.68us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:E::3",="2022-10-22 23:51:21.540402253"
="2408:80f1:90:2001:0:0:0:93x879xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="5224",="2409:871E:8200:4::FFFB",="2408:8026:480:101::7",="146.00 B",="1.02ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8026:480:101::7",="2022-10-22 23:51:08.964355269"
="36-156-38-108x932xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="43938",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="133.00 B",="905.99us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 23:51:01.298731384"
="111-20-23-172x2012xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="43425",="2409:871E:8200:4::FFFB",="2409:8070:B:1009::5001",="134.00 B",="829.96us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8070:B:1009::5001",="2022-10-22 23:50:59.810716770"
="60-28-100-10x7619xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="51539",="2409:871E:8200:4::FFFB",="2408:8000:2009::5D",="145.00 B",="893.73us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:2009::5D",="2022-10-22 23:49:59.861752408"
="2408:871a:a900:6:0:0:0:45x1556xmapsystm.icbc.com.cn",="1(A)",="356.00 Bps",="中国",="中国",="63432",="2409:871E:8200:4::FFFB",="2408:8000:3A13:4001::1",="158.00 B",="902.48us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:3A13:4001::1",="2022-10-22 23:49:58.708698259"
="36-156-127-62x1834xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="41952",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::B",="134.00 B",="973.89us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::B",="2022-10-22 23:49:58.931206983"
="2409:8c60:2400:0:0:0:0:85ex6415xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="46803",="2409:871E:8200:4::FFFB",="2409:8060:20EA:113::2",="147.00 B",="973.51us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:113::2",="2022-10-22 23:49:57.831469952"
="36-156-127-62x7945xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="55164",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="763.41us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 23:49:53.892673721"
="2409:8c20:9c71:101:0:0:0:d4x63xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="52106",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="146.00 B",="871.55us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 23:49:50.348563342"
="2409:8c20:9c71:101:0:0:0:d4x6645xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="35605",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::A",="148.00 B",="781.98us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::A",="2022-10-22 23:49:46.404933397"
