cName,cType,每秒字节数,服务器地理位置,客户端地理位置,客户端端口,服务器,客户端,请求字节数,响应时间,请求接收端,客户端网段,请求发起端,开始时间
="240e:f7:4f00:1a00:0:0:0:48x344xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="47085",="2409:871E:8200:4::FFFB",="240E:1C:6200:1::6",="146.00 B",="1.17ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:1::6",="2022-10-22 10:52:56.790428931"
="118-213-93-177x3773xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="45039",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="919.48us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 10:52:51.880660531"
="117-135-240-112x5585xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="11328",="2409:871E:8200:4::FFFB",="2409:806A:2010:40::100:8",="136.00 B",="794.97us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806A:2010:40::100:8",="2022-10-22 10:52:48.655495204"
="118-213-93-177x4781xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="35994",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="933.82us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 10:52:42.849550436"
="117-149-139-169x7949xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="58294",="2409:871E:8200:4::FFFB",="2409:8028:2003:8000::CC",="136.00 B",="923.06us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8028:2003:8000::CC",="2022-10-22 10:52:40.056241904"
="123-187-31-140x370xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="57206",="2409:871E:8200:4::FFFB",="240E:41:C000:5::6",="134.00 B",="873.6us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:C000:5::6",="2022-10-22 10:52:33.101734491"
="119-0-66-39x5897xmapsystm.icbc.com.cn",="1(A)",="316.00 Bps",="中国",="中国",="48288",="2409:871E:8200:4::FFFB",="240E:4A:4400:2::5",="132.00 B",="981.48us",="2409:871E:8200:4::FFFB",="未知网段",="240E:4A:4400:2::5",="2022-10-22 10:52:29.384895284"
="119-84-87-11x6586xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="38058",="2409:871E:8200:4::FFFB",="240E:47:0:703::7",="145.00 B",="838.52us",="2409:871E:8200:4::FFFB",="未知网段",="240E:47:0:703::7",="2022-10-22 10:52:28.857605271"
="110-52-59-66x9590xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="58642",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::52E",="145.00 B",="945.17us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::52E",="2022-10-22 10:51:52.895707673"
="113-142-165-143x9759xmapsystm.icbc.com.cn",="1(A)",="336.00 Bps",="中国",="中国",="49943",="2409:871E:8200:4::FFFB",="240E:F:A:8013::3",="148.00 B",="857.18us",="2409:871E:8200:4::FFFB",="未知网段",="240E:F:A:8013::3",="2022-10-22 10:51:49.313481972"
="110-52-59-66x1929xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="50149",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51E",="145.00 B",="883.34us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51E",="2022-10-22 10:51:48.953438911"
="2409:8c50:5e00:0:0:0:0:40dx5303xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="12938",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::33",="147.00 B",="1.15ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::33",="2022-10-22 10:51:37.240471879"
="2408:8773:8000:8:0:1:0:c9x4665xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="41948",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="968.13us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 10:51:36.341650891"
="2408:8773:8000:8:0:1:0:c9x4665xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="13142",="2409:871E:8200:4::FFFB",="2408:8001:B013::200D",="146.00 B",="901.28us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:B013::200D",="2022-10-22 10:51:36.717272570"
="42-101-79-78x1903xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="36265",="2409:871E:8200:4::FFFB",="240E:41:1:13::3",="133.00 B",="967.63us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:13::3",="2022-10-22 10:51:31.045793836"
="2409:8c50:5e00:0:0:0:0:40dx1308xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="26881",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::33",="147.00 B",="936.24us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::33",="2022-10-22 10:51:27.592571609"
="42-101-79-78x5983xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="6465",="2409:871E:8200:4::FFFB",="240E:41:1:11::3",="133.00 B",="930.19us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:11::3",="2022-10-22 10:51:24.335938462"
="240e:908:103:200:0:0:0:f0x54xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="55285",="2409:871E:8200:4::FFFB",="240E:41:1:10::3",="144.00 B",="859.2us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:10::3",="2022-10-22 10:51:02.696971148"
="240e:908:103:200:0:0:0:f0x5895xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="10909",="2409:871E:8200:4::FFFB",="240E:41:1:E::3",="146.00 B",="1.05ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:E::3",="2022-10-22 10:50:55.295796378"
="2408:80f1:90:2001:0:0:0:93x1753xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="59255",="2409:871E:8200:4::FFFB",="2408:8026:480:200::8",="147.00 B",="865.53us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8026:480:200::8",="2022-10-22 10:50:39.671875440"
="36-156-38-108x3524xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="55978",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="845.23us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 10:50:38.067094074"
="240e:c1:6800:0:0:0:0:35x4178xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="56523",="2409:871E:8200:4::FFFB",="240E:10:4001:2709::2",="144.00 B",="834.56us",="2409:871E:8200:4::FFFB",="未知网段",="240E:10:4001:2709::2",="2022-10-22 10:50:37.321570350"
="61-147-112-21x8355xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="30571",="2409:871E:8200:4::FFFB",="240E:5A:200:1014::2",="134.00 B",="926.82us",="2409:871E:8200:4::FFFB",="未知网段",="240E:5A:200:1014::2",="2022-10-22 10:50:03.513324267"
="36-156-127-62x3359xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="40341",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="937.28us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 10:49:53.840019824"
="45-115-167-32x4587xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="34287",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="887.98us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 10:49:51.285225962"
="36-156-127-62x3027xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="33053",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="957.64us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 10:49:46.509906086"
="36-156-127-62x9487xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="60476",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="900.71us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 10:49:42.440956677"
="36-156-127-62x8489xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="36161",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::9",="134.00 B",="1.08ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::9",="2022-10-22 10:49:38.650040084"
="36-156-127-62x3508xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="46092",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="944.93us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 10:49:35.579050838"
="221-178-32-194x5666xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="53172",="2409:871E:8200:4::FFFB",="2409:8060:20EA:111::1",="135.00 B",="911.83us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:111::1",="2022-10-22 10:49:07.667818817"
="61-147-227-97x1820xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="17204",="2409:871E:8200:4::FFFB",="240E:5A:300:1008::2",="134.00 B",="897.6us",="2409:871E:8200:4::FFFB",="未知网段",="240E:5A:300:1008::2",="2022-10-22 10:48:56.979261159"
="111-29-28-161x1829xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="39094",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::11",="134.00 B",="752.08us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::11",="2022-10-22 10:48:53.345425258"
="117-161-179-77x9838xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="62112",="2409:871E:8200:4::FFFB",="2409:8010:2000:1011::12",="135.00 B",="792.26us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8010:2000:1011::12",="2022-10-22 10:48:52.213479210"
="113-207-0-11x5884xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="65439",="2409:871E:8200:4::FFFB",="2408:8663::1:15",="133.00 B",="834.95us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8663::1:15",="2022-10-22 10:48:51.034943670"
="120-240-94-82x1880xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="49256",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="134.00 B",="1.1ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="2022-10-22 10:48:47.154856046"
="218-203-125-35x7345xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="23092",="2409:871E:8200:4::FFFB",="2409:807A:2001:1001::44",="135.00 B",="1.01ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:807A:2001:1001::44",="2022-10-22 10:48:46.727077766"
="2409:8c62:e10:89:800:0:0:51x1447xmapsystm.icbc.com.cn",="1(A)",="348.00 Bps",="中国",="中国",="59868",="2409:871E:8200:4::FFFB",="2409:8062:2002:1100::19",="148.00 B",="929.37us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8062:2002:1100::19",="2022-10-22 10:48:40.333005553"
="36-147-17-79x1974xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="43594",="2409:871E:8200:4::FFFB",="2409:806C:2000:7200::1103",="133.00 B",="869.5us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806C:2000:7200::1103",="2022-10-22 10:48:40.883649711"
="111-62-90-90x4164xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="30109",="2409:871E:8200:4::FFFB",="2409:8008:2000:133::2",="133.00 B",="926.48us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8008:2000:133::2",="2022-10-22 10:48:24.771338190"
="183-216-189-8x1863xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="60160",="2409:871E:8200:4::FFFB",="2409:8038:2000:208A::1",="134.00 B",="941.4us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:208A::1",="2022-10-22 10:48:06.952058104"
="211-95-52-190x8053xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="62347",="2409:871E:8200:4::FFFB",="2408:8026:480:100::6",="134.00 B",="965.54us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8026:480:100::6",="2022-10-22 10:47:52.189003211"
="118-213-93-177x1776xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="54194",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="983.33us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 10:47:42.216861396"
="118-213-93-177x1424xmapsystm.icbc.com.cn",="1(A)",="334.00 Bps",="中国",="中国",="52166",="2409:871E:8200:4::FFFB",="240E:44:4001:8001::73",="147.00 B",="989.1us",="2409:871E:8200:4::FFFB",="未知网段",="240E:44:4001:8001::73",="2022-10-22 10:47:38.765693453"
="119-0-66-39x1234xmapsystm.icbc.com.cn",="1(A)",="316.00 Bps",="中国",="中国",="46049",="2409:871E:8200:4::FFFB",="240E:4A:4400:2::4",="132.00 B",="856.34us",="2409:871E:8200:4::FFFB",="未知网段",="240E:4A:4400:2::4",="2022-10-22 10:47:37.104031781"
="120-226-148-222x4724xmapsystm.icbc.com.cn",="1(A)",="324.00 Bps",="中国",="中国",="16018",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::2F",="136.00 B",="863.85us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::2F",="2022-10-22 10:47:32.242854365"
="183-245-8-190x9874xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="62751",="2409:871E:8200:4::FFFB",="2408:8740:5FC0:1000:221:12:100:244",="134.00 B",="1.04ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8740:5FC0:1000:221:12:100:244",="2022-10-22 10:47:30.381704850"
="27-195-145-206x23xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="44461",="2409:871E:8200:4::FFFB",="2408:8000:F000:2011::3",="133.00 B",="1.09ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:F000:2011::3",="2022-10-22 10:47:30.093103284"
="2408:873c:4810:6:0:0:0:222x8164xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="45448",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="147.00 B",="959.88us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 10:47:22.005684052"
="27-195-145-206x9593xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="45108",="2409:871E:8200:4::FFFB",="2408:8000:F000:2011::3",="135.00 B",="877.33us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:F000:2011::3",="2022-10-22 10:47:08.833377396"
="110-52-59-66x4857xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="57331",="2409:871E:8200:4::FFFB",="2408:8001:2000:1::51A",="145.00 B",="816.71us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:2000:1::51A",="2022-10-22 10:46:49.125833409"
="2409:8c20:bea1:1:1:0:0:a4x2441xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="51598",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::8",="146.00 B",="796.55us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::8",="2022-10-22 10:46:48.547728159"
="2409:8c50:5e00:0:0:0:0:40dx8119xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="15058",="2409:871E:8200:4::FFFB",="2409:8050:2000:1101::33",="147.00 B",="908.42us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8050:2000:1101::33",="2022-10-22 10:46:44.583940959"
="2409:8c20:bea1:1:1:0:0:a4x810xmapsystm.icbc.com.cn",="1(A)",="342.00 Bps",="中国",="中国",="40493",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::9",="145.00 B",="793.6us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::9",="2022-10-22 10:46:39.635010119"
="42-101-79-78x7008xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="61782",="2409:871E:8200:4::FFFB",="240E:41:1:C::3",="133.00 B",="901.25us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:C::3",="2022-10-22 10:46:38.192576774"
="42-101-79-78x4012xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="18110",="2409:871E:8200:4::FFFB",="240E:41:1:13::3",="133.00 B",="888.74us",="2409:871E:8200:4::FFFB",="未知网段",="240E:41:1:13::3",="2022-10-22 10:46:31.061535868"
="2408:8776:1:306:0:0:0:577x1647xmapsystm.icbc.com.cn",="1(A)",="356.00 Bps",="中国",="中国",="35280",="2409:871E:8200:4::FFFB",="2408:8001:D000:1050::5",="158.00 B",="969.3us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:D000:1050::5",="2022-10-22 10:46:09.744938556"
="2408:8776:1:306:0:0:0:577x6696xmapsystm.icbc.com.cn",="1(A)",="356.00 Bps",="中国",="中国",="35661",="2409:871E:8200:4::FFFB",="2408:8001:D000:1050::5",="158.00 B",="905.33us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:D000:1050::5",="2022-10-22 10:46:05.618281098"
="2408:8774:1:12:0:0:0:52x3580xmapsystm.icbc.com.cn",="1(A)",="352.00 Bps",="中国",="中国",="57022",="2409:871E:8200:4::FFFB",="2408:8001:C001:4::1B",="156.00 B",="1.01ms",="2409:871E:8200:4::FFFB",="未知网段",="2408:8001:C001:4::1B",="2022-10-22 10:45:53.990347777"
="111-20-23-172x1132xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="59929",="2409:871E:8200:4::FFFB",="2409:8070:B:1009::5001",="134.00 B",="819.54us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8070:B:1009::5001",="2022-10-22 10:45:50.464497173"
="2409:8c5e:5000:c:0:0:0:50x9486xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="55378",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::7",="146.00 B",="1ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::7",="2022-10-22 10:45:50.755630124"
="36-156-38-108x6903xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="36184",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="134.00 B",="917.79us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 10:45:07.675255172"
="61-147-112-21x5800xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="64688",="2409:871E:8200:4::FFFB",="240E:5A:100:1039::3",="134.00 B",="930.9us",="2409:871E:8200:4::FFFB",="未知网段",="240E:5A:100:1039::3",="2022-10-22 10:45:04.159973542"
="2409:8c60:2400:0:0:0:0:85ex3686xmapsystm.icbc.com.cn",="1(A)",="346.00 Bps",="中国",="中国",="42015",="2409:871E:8200:4::FFFB",="2409:8060:20EA:113::2",="147.00 B",="899.83us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8060:20EA:113::2",="2022-10-22 10:45:02.377917584"
="45-115-167-32x5460xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="37813",="2409:871E:8200:4::FFFB",="2409:8020:2000:824::B",="134.00 B",="836.05us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:824::B",="2022-10-22 10:44:56.865768745"
="36-156-38-108x67xmapsystm.icbc.com.cn",="1(A)",="316.00 Bps",="中国",="中国",="35079",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::8",="132.00 B",="947.98us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::8",="2022-10-22 10:44:56.565594501"
="36-156-127-62x2833xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="46150",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::A",="134.00 B",="1.03ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::A",="2022-10-22 10:44:53.682014623"
="45-115-167-32x1780xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="39647",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="910.66us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 10:44:52.011040567"
="61-147-112-21x888xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="58625",="2409:871E:8200:4::FFFB",="240E:5A:100:1002::3",="133.00 B",="838.81us",="2409:871E:8200:4::FFFB",="未知网段",="240E:5A:100:1002::3",="2022-10-22 10:44:49.021238575"
="36-156-127-62x9432xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="42018",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="134.00 B",="919.11us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 10:44:49.524634472"
="45-115-167-32x117xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="57449",="2409:871E:8200:4::FFFB",="2409:8020:2000:223::B",="133.00 B",="996.82us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8020:2000:223::B",="2022-10-22 10:44:43.679812178"
="240e:f7:d100:0:0:0:0:5bx2151xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="48571",="2409:871E:8200:4::FFFB",="240E:1C:6200:2::6",="144.00 B",="1.07ms",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:2::6",="2022-10-22 10:44:21.361641057"
="240e:f7:d100:0:0:0:0:5bx2151xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="25542",="2409:871E:8200:4::FFFB",="240E:1C:6200:2::6",="144.00 B",="961.71us",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:2::6",="2022-10-22 10:44:21.410394782"
="61-147-227-97x6650xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="32258",="2409:871E:8200:4::FFFB",="240E:5A:100:1009::3",="134.00 B",="938.03us",="2409:871E:8200:4::FFFB",="未知网段",="240E:5A:100:1009::3",="2022-10-22 10:44:09.078446977"
="240e:f7:d100:0:0:0:0:5bx9795xmapsystm.icbc.com.cn",="1(A)",="340.00 Bps",="中国",="中国",="55805",="2409:871E:8200:4::FFFB",="240E:1C:6200:2::6",="144.00 B",="769.02us",="2409:871E:8200:4::FFFB",="未知网段",="240E:1C:6200:2::6",="2022-10-22 10:44:06.806314273"
="120-240-94-82x7169xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="35584",="2409:871E:8200:4::FFFB",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="134.00 B",="1ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8057:2000:8FFF:FFFF:FFFF:FFFF:FF60",="2022-10-22 10:44:05.971941668"
="2409:8c04:1005:111d:0:0:0:52x6026xmapsystm.icbc.com.cn",="1(A)",="350.00 Bps",="中国",="中国",="16014",="2409:871E:8200:4::FFFB",="2409:8008:2000:33::4",="149.00 B",="948.1us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8008:2000:33::4",="2022-10-22 10:44:04.073320260"
="111-29-28-161x5264xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="37310",="2409:871E:8200:4::FFFB",="2409:805E:2000:2::13",="134.00 B",="878.06us",="2409:871E:8200:4::FFFB",="未知网段",="2409:805E:2000:2::13",="2022-10-22 10:43:53.829422689"
="240e:cf:af00:210:0:0:0:74x9410xmapsystm.icbc.com.cn",="1(A)",="344.00 Bps",="中国",="中国",="57209",="2409:871E:8200:4::FFFB",="240E:13:0:100::223",="146.00 B",="968.78us",="2409:871E:8200:4::FFFB",="未知网段",="240E:13:0:100::223",="2022-10-22 10:43:47.043075942"
="111-62-90-90x1361xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="22981",="2409:871E:8200:4::FFFB",="2409:8008:2000:33::3",="133.00 B",="1.02ms",="2409:871E:8200:4::FFFB",="未知网段",="2409:8008:2000:33::3",="2022-10-22 10:43:35.591322694"
="36-249-67-41x5975xmapsystm.icbc.com.cn",="1(A)",="330.00 Bps",="中国",="中国",="44014",="2409:871E:8200:4::FFFB",="2408:8000:D201:F0B::1",="145.00 B",="732.46us",="2409:871E:8200:4::FFFB",="未知网段",="2408:8000:D201:F0B::1",="2022-10-22 10:43:31.893585152"
="110-188-68-204x7881xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="35260",="2409:871E:8200:4::FFFB",="240E:56:4606:8205::3",="135.00 B",="762.24us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:8205::3",="2022-10-22 10:43:27.344534614"
="36-147-17-79x1840xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="59390",="2409:871E:8200:4::FFFB",="2409:806C:2000:7200::1104",="133.00 B",="943.91us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806C:2000:7200::1104",="2022-10-22 10:43:24.181183001"
="183-216-189-8x3422xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="64080",="2409:871E:8200:4::FFFB",="2409:8038:2000:208F::1",="134.00 B",="777.25us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:208F::1",="2022-10-22 10:43:22.011952245"
="110-188-68-204x6996xmapsystm.icbc.com.cn",="1(A)",="322.00 Bps",="中国",="中国",="40170",="2409:871E:8200:4::FFFB",="240E:56:4606:8203::3",="135.00 B",="813.32us",="2409:871E:8200:4::FFFB",="未知网段",="240E:56:4606:8203::3",="2022-10-22 10:43:20.221612522"
="36-147-17-79x8056xmapsystm.icbc.com.cn",="1(A)",="318.00 Bps",="中国",="中国",="61476",="2409:871E:8200:4::FFFB",="2409:806C:2000:7200::1101",="133.00 B",="897.78us",="2409:871E:8200:4::FFFB",="未知网段",="2409:806C:2000:7200::1101",="2022-10-22 10:43:17.592246065"
="183-216-189-8x7200xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="6876",="2409:871E:8200:4::FFFB",="2409:8038:2000:208A::1",="134.00 B",="896.9us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:208A::1",="2022-10-22 10:43:10.720961438"
="183-216-189-8x9507xmapsystm.icbc.com.cn",="1(A)",="320.00 Bps",="中国",="中国",="35907",="2409:871E:8200:4::FFFB",="2409:8038:2000:2091::1",="134.00 B",="889.47us",="2409:871E:8200:4::FFFB",="未知网段",="2409:8038:2000:2091::1",="2022-10-22 10:43:04.175733254"
